A,B
agap2,atad3a
agap2,sik3
agap2,arhgef18
agap2,ina
agap2,gsn
agap2,prkacb
agap2,ak5
agap2,strn
agap2,nefm
agap2,appl1
agap2,ppp1r9a
agap2,gna13
agap2,synj1
agap2,usp9x
agap2,sorbs1
agap2,ank3
agap2,mapk10
agap2,syne1
agap2,ptk2b
agap2,prkcb
agap2,dclk1
agap2,prag1
agap2,trio
agap2,iqsec3
agap2,gnao1
agap2,sorbs2
agap2,grm2
agap2,csnk2a2
agap2,glul
agap2,srcin1
agap2,shank1
agap2,grm1
agap2,gphn
agap2,dab2ip
agap2,gdi2
agap2,iqsec2
agap2,ncam2
agap2,epb41l3
agap2,dbn1
agap2,camkk2
agap2,pip5kl1
agap2,lrrc7
agap2,rasal1
agap2,tln2
agap2,shank2
agap2,numbl
agap2,srgap3
agap2,nbea
agap2,gnb2
agap2,pqbp1
agap2,ap1b1
agap2,rasal2
agap2,anks1b
agap2,arpc1a
agap2,evi5l
agap2,sacs
agap2,cacna1e
agap2,gnas
agap2,kctd16
agap2,nmral1
agap2,cep170b
agap2,map6
agap2,dync1li1
agap2,phf3
agap2,arhgap39
agap2,gnaz
agap2,nlgn4l
agap2,phactr1
agap2,soga1
cdkn2a,ahnak
cdkn2a,stat3
cdkn2a,hsp90ab1
cdkn2a,bcl2l1
cdkn2a,tbrg1
cdkn2a,tuba1a
cdkn2a,eif3a
cdkn2a,cdk4
cdkn2a,myc
cdkn2a,ccnd2
cdkn2a,mta1
cdkn2a,ppp1r9b
cdkn2a,gspt1
cdkn2a,cdk6
cdkn2a,ccng2
ahnak,ubc
ahnak,anxa2
ahnak,s100a10
ubc,syk
ubc,cbl
ubc,smad1
ubc,ezr
ubc,pml
ubc,irf8
ubc,parp1
ubc,klhdc3
ubc,herc2
ubc,hspd1
ubc,hspa5
ubc,ubxn2a
ubc,akt1
ubc,hsp90ab1
ubc,bcl2
ubc,mpl
ubc,ubash3b
ubc,socs1
ubc,kit
ubc,stat5a
ubc,itsn1
ubc,cebpa
ubc,usp25
ubc,ncl
ubc,actn1
ubc,stat1
ubc,cttn
ubc,sqstm1
ubc,rela
ubc,pcna
ubc,cdc34
ubc,hspa8
ubc,uchl1
ubc,eif4a1
ubc,amfr
ubc,ngly1
ubc,srsf1
ubc,dnmt1
ubc,hdac6
ubc,trim28
ubc,tubb5
ubc,sod1
ubc,rnf216
ubc,vamp2
ubc,nfatc1
ubc,pdgfrb
ubc,igf1r
ubc,uba1
ubc,iars
ubc,h2-ab1
ubc,traf4
ubc,srp19
ubc,slc25a3
ubc,nfe2l2
ubc,fos
ubc,nlrx1
ubc,tax1bp1
ubc,nfkbia
ubc,cdkn1a
ubc,ccne1
ubc,rac2
ubc,lck
ubc,hdac5
ubc,birc3
ubc,ddx5
ubc,fcgr2b
ubc,psmd4
ubc,psmd7
ubc,vim
ubc,ap2a2
ubc,itpr3
ubc,usp24
ubc,trim25
ubc,rgs19
ubc,anp32b
ubc,bcl2l11
ubc,ikbke
ubc,tnip1
ubc,runx2
ubc,pklr
ubc,canx
ubc,epn1
ubc,eef1g
ubc,rps11
ubc,cdr2
ubc,luc7l2
ubc,psmd11
ubc,csde1
ubc,psmd5
ubc,rpl32
ubc,tnk2
ubc,atp5a1
ubc,dst
ubc,psmc3
ubc,rpl13a
ubc,psmb4
ubc,gpc4
ubc,iqgap1
ubc,ssb
ubc,ybx1
ubc,pabpc4
ubc,ccar1
ubc,dut
ubc,mycn
ubc,flnb
ubc,rps25
ubc,mcm5
ubc,rad23b
ubc,skil
ubc,eps15
ubc,klhdc2
ubc,hip1
ubc,rps8
ubc,bax
ubc,psmd2
ubc,srsf6
ubc,rpl23
ubc,aplp2
ubc,cuedc1
ubc,vegfa
ubc,rpl4
ubc,usp2
ubc,usp4
ubc,slc25a5
ubc,abce1
ubc,arhgef2
ubc,dlat
ubc,camk1
ubc,ddx17
ubc,scpep1
ubc,rps3
ubc,rpl27a
ubc,eif4ebp1
ubc,slc38a2
ubc,csf1r
ubc,bcl3
ubc,usp9x
ubc,irf5
ubc,casp3
ubc,pdcd6ip
ubc,otud7b
ubc,lims1
ubc,s100a10
ubc,gch1
ubc,luc7l
ubc,ubr5
ubc,hspa2
ubc,trip12
ubc,tpm1
ubc,psma7
ubc,psmc1
ubc,mybbp1a
ubc,prkcsh
ubc,usp40
ubc,drosha
ubc,hnrnpd
ubc,gtf2h1
ubc,rabgef1
ubc,psmd1
ubc,dock2
ubc,luc7l3
ubc,slmap
ubc,mtdh
ubc,snd1
ubc,pcnt
ubc,myl12b
ubc,mrpl12
ubc,mad2l1
ubc,psmc2
ubc,nipsnap1
ubc,cisd3
ubc,srp9
ubc,agpat5
ubc,sdf2l1
ubc,usp32
ubc,ubac1
ubc,vps28
ubc,hectd1
ubc,tmem160
ubc,lsm14a
ubc,psmg2
ubc,rad23a
ubc,tmem165
ubc,ankrd13a
ubc,usp48
ubc,nsun2
ubc,samm50
ubc,hdlbp
ubc,ston2
ubc,kif15
ubc,psmd3
ubc,mlec
ubc,serpine2
ubc,arglu1
ubc,psmd12
ubc,herc1
ubc,gtf2h3
ubc,fcho1
ubc,ddx46
ubc,pcmtd2
ubc,zc3hav1
ubc,srrm1
ubc,srp68
ubc,tuba1b
ubc,srp72
ubc,eprs
ubc,usp34
ubc,rpl18
ubc,hsd17b12
ubc,mrps26
ubc,rrbp1
ubc,eif2s2
ubc,apeh
ubc,rps27l
ubc,hnrnpm
ubc,gnl3
ubc,myo1f
ubc,psmb3
ubc,mrpl28
ubc,eef1d
ubc,hnrnpul1
ubc,mrpl22
ubc,ddx1
ubc,rplp2
ubc,atp5c1
ubc,mrpl15
ubc,mrpl38
ubc,mars
ubc,rpl37a
ubc,dap3
ubc,gnl3l
ubc,anp32e
ubc,idh2
ubc,rpl13
ubc,mrps22
ubc,psmb2
ubc,eif3c
ubc,oasl1
ubc,mrpl47
ubc,usp15
ubc,rnf213
ubc,hspe1
anxa2,ezh2
anxa2,enam
anxa2,dlst
anxa2,invs
anxa2,isg15
anxa2,nphp1
anxa2,sumo1
anxa2,prkce
anxa2,tlr4
anxa2,dysf
anxa2,s100a10
anxa2,hltf
anxa2,uba52
anxa2,ahnak2
anxa2,pcsk9
lama1,ache
lama1,tinagl1
ache,colq
ache,lamb1
dag1,utrn
dag1,sgcb
sparc,itgb1
loxl3,egfl7
pparg,cebpa
pparg,rela
pparg,h3f3a
pparg,vim
pparg,ncoa6
pparg,ncoa2
pparg,foxo1
pparg,fbxo9
ppard,ncor1
spry3,grb2
spry1,grb2
spry2,grb2
spry2,itsn1
spry2,sh3kbp1
sos1,grb2
sos1,ptpn11
sos1,epor
sos1,ptpn6
sos1,plcg1
grb2,spry4
grb2,dab2
grb2,csf3r
grb2,cbl
grb2,ptpn11
grb2,cblb
grb2,inpp5d
grb2,pik3r1
grb2,zap70
grb2,rapgef1
grb2,shank3
grb2,dnm1
grb2,ptk2
grb2,jak2
grb2,egfr
grb2,shc1
grb2,epor
grb2,kit
grb2,ptpn6
grb2,sh2b2
grb2,ptprc
grb2,pik3ap1
grb2,plcg1
grb2,themis2
grb2,themis
grb2,btk
grb2,carmil2
grb2,dock1
grb2,dvl2
grb2,cd2ap
grb2,ephb1
grb2,nf2
grb2,axl
grb2,prnp
grb2,dok1
grb2,sh3kbp1
grb2,lcp2
grb2,met
grb2,gab1
grb2,ephb2
grb2,khdrbs1
grb2,khdrbs2
grb2,ppp1cb
grb2,prkca
grb2,tek
grb2,rab13
grb2,ybx1
grb2,ptpra
grb2,usp8
grb2,vav1
grb2,dnm2
grb2,gab2
grb2,bcr
grb2,csf1r
grb2,kdr
grb2,dok3
grb2,frs2
grb2,zfp106
grb2,pdcd6ip
grb2,sh3bp2
grb2,tom1l1
grb2,med28
grb2,sos2
grb2,errfi1
grb2,elmo2
grb2,uck2
grb2,dnm3
grb2,ptpro
grb2,adam12
grb2,lrrk1
grb2,ajuba
grb2,ap1b1
grb2,vav2
grb2,lime1
grb2,scimp
grb2,snx18
grb2,garem1
grb2,peak1
grb2,shkbp1
grb2,krt90
grb2,cpne2
grb2,kif26a
grb2,gab3
grb2,lat2
casp1,il1b
casp1,pycard
casp1,syk
casp1,nlrc4
casp1,panx1
casp1,nod2
casp1,nlrp1b
casp1,cebpb
casp1,irf8
casp1,eno1
casp1,tnfaip3
casp1,casp4
il1b,ncor1
il1b,rela
il1b,nrip1
il1b,il1rl1
il1b,il1r1
il1b,irf5
il1b,ripk3
pycard,syk
pycard,nlrc4
pycard,panx1
pycard,traf3
pycard,mapk8
pycard,becn1
pycard,mavs
pycard,eif2ak2
pycard,aim2
pycard,exoc8
pycard,nlrp3
pycard,ralb
syk,stat3
syk,cbl
syk,ceacam1
syk,cblb
syk,abl1
syk,traf6
syk,traf3
syk,lyn
syk,ubash3b
syk,src
syk,csf1
syk,fcer1g
syk,shc1
syk,ptpn6
syk,sh2b2
syk,myd88
syk,plcg1
syk,tyrobp
syk,itgb3
syk,map3k7
syk,dok1
syk,tbk1
syk,wipf1
syk,crk
syk,tlr4
syk,ticam1
syk,il15ra
syk,blk
syk,cd247
syk,gab2
syk,nfam1
syk,sh3bp2
syk,cd79a
syk,fgr
syk,nlrp3
syk,slc4a1
syk,pou2f2
syk,tuba4a
syk,clec7a
syk,rhoh
syk,pou2af1
syk,clec4d
syk,ceacam20
nlrc4,naip2
nlrc4,prkcd
panx1,actb
panx1,atp6v1a
panx1,kcnab3
nod2,hsp90ab1
cebpb,stat3
cebpb,bcl2
cebpb,cebpa
cebpb,mapk14
cebpb,rps6ka1
cebpb,myc
cebpb,fos
cebpb,lcn2
cebpb,clec4e
cebpb,elane
bambi,zfp819
zfp819,trim28
zfp819,h3f3a
zfp819,chd4
zfp819,lman2
zfp819,mrpl12
zfp819,srgn
zfp819,ndufv2
zfp819,ndufa7
ccl21b,relb
egr2,klf9
egr2,gfi1
egr2,cd74
egr2,myc
egr2,klf4
egr2,cish
egr2,bcl2l11
egr2,ttc3
egr2,nrgn
egr2,nab1
egr2,mtss1
egr2,cyth3
egr2,f2rl3
egr2,tspan5
egr2,olr1
egr2,e130308a19rik
egr2,ece1
axin1,pml
axin1,lrrk2
axin1,macf1
axin1,kif3a
axin1,lrp5
axin1,zbed3
pias2,gtf2i
pias2,nfkb1
pias2,xbp1
trim32,myh9
trim32,myc
trim32,ywhaq
trim32,tpm1
trim32,mylpf
gtf2i,ezh2
gtf2i,smad1
gtf2i,stx7
gtf2i,smad4
gtf2i,prkg1
gtf2i,nr4a1
gtf2i,gtf2ird2
foxl2,fau
foxl2,eif3a
foxl2,polr2j
foxl2,gnai2
foxl2,rpl4
foxl2,tspo
foxl2,sp100
foxl2,banf1
foxl2,ndufb6
rack1,mycbp2
rack1,park7
rack1,rab19
rack1,aldoa
rack1,nedd9
nfkb1,gbp2
nfkb1,ankrd1
nfkb1,ncor1
nfkb1,gzmb
nfkb1,bcl2
nfkb1,pik3r2
nfkb1,relb
nfkb1,rela
nfkb1,rel
nfkb1,hdac1
nfkb1,sirt1
nfkb1,hdac6
nfkb1,ifnb1
nfkb1,akap8
nfkb1,nfkb2
nfkb1,nfkbiz
nfkb1,il9
nfkb1,il12a
nfkb1,il12b
nfkb1,ifng
nfkb1,fem1a
nfkb1,nos2
nfkb1,hdac3
nfkb1,irf1
nfkb1,cd40
nfkb1,tnfrsf4
nfkb1,nfkbia
nfkb1,ddx58
nfkb1,tnf
nfkb1,eomes
nfkb1,prf1
nfkb1,rab17
nfkb1,stat2
nfkb1,cmpk2
nfkb1,tnip2
nfkb1,rab4b
nfkb1,ankrd42
nfkb1,gbp5
nfkb1,ccl2
nfkb1,lcn2
nfkb1,irak1bp1
nfkb1,hspa1a
nfkb1,trim21
nfkb1,il15
nfkb1,pax5
nfkb1,psme2
nfkb1,il6
nfkb1,tap1
nfkb1,irf4
nfkb1,ifit3
nfkb1,gmeb2
nfkb1,ccl5
nfkb1,sele
nfkb1,rag1
nfkb1,rag2
nfkb1,il23a
nfkb1,icam1
nfkb1,hmox1
nfkb1,map3k8
nfkb1,csnk1g1
nfkb1,rpl13
nfkb1,nfkbid
nfkb1,zfp276
nfkb1,gbp3
dab2,irf8
dab2,app
dab2,itsn1
dab2,sh3kbp1
dab2,itgb1
dab2,eps15
dab2,csf1r
tbp,stat1
tbp,spata24
tbp,egr1
tbp,gpbp1
tbp,ddx5
tbp,lefty1
tbp,cited2
tbp,smarca4
tbp,nfya
tbp,dnajb9
slc34a1,hsp90ab1
slc34a1,mast2
plekhh2,actb
actb,pde4dip
actb,trpm7
actb,lipc
actb,traf6
actb,lrrk2
actb,prkn
actb,pkd1
actb,cav1
actb,csf1
actb,dmrt2
actb,invs
actb,cdk9
actb,kat5
actb,dmap1
actb,rara
actb,atp6v1a
actb,cask
actb,rps6ka1
actb,h3f3a
actb,mks1
actb,isg15
actb,sept2
actb,patj
actb,nphp1
actb,nr4a1
actb,prkce
actb,pfn1
actb,ahi1
actb,camk2d
actb,tpt1
actb,polr2a
actb,pfn2
actb,set
actb,mt3
actb,pls1
actb,espn
actb,pknox1
actb,cxadr
actb,cotl1
actb,sult2b1
actb,prom1
actb,elavl4
actb,mme
actb,anxa4
actb,micall2
actb,ipo9
gbp2,iigp1
gbp2,abcf1
gbp2,irf8
gbp2,sqstm1
gbp2,hdac1
gbp2,irf1
gbp2,stat2
iigp1,abcf1
iigp1,igtp
abcf1,irgm2
abcf1,daxx
abcf1,parp1
abcf1,ldha
abcf1,aldoa
abcf1,slc1a5
abcf1,cd47
abcf1,nasp
abcf1,keap1
abcf1,ppp1r18
abcf1,nf1
abcf1,itpr3
abcf1,vcam1
abcf1,set
abcf1,sart3
abcf1,cep131
abcf1,nmi
abcf1,dld
abcf1,pfkl
abcf1,pdxdc1
abcf1,ranbp1
abcf1,prpf31
abcf1,ifi35
abcf1,rpl7
abcf1,snx27
abcf1,anp32a
abcf1,hmgb2
abcf1,mlkl
abcf1,cyb5r3
abcf1,rplp0
abcf1,gemin5
abcf1,gls
abcf1,arglu1
abcf1,rpl6
abcf1,las1l
abcf1,lig3
abcf1,tex10
abcf1,rpl8
abcf1,tap2
abcf1,tgtp1
abcf1,tbl2
abcf1,tubal3
abcf1,ints3
abcf1,fhod1
abcf1,nol9
abcf1,toe1
abcf1,cstf2
abcf1,cwf19l2
igtp,stat1
igtp,tgtp1
alx4,ldb1
alx4,tle6
alx4,ncam1
cbwd1,stat3
cbwd1,irf8
stat3,smad9
stat3,gzmb
stat3,ldb1
stat3,il4ra
stat3,cdk5
stat3,dapk3
stat3,crebbp
stat3,erbb2
stat3,pgr
stat3,jak2
stat3,ifngr1
stat3,src
stat3,jak1
stat3,ghr
stat3,elp2
stat3,ptpn6
stat3,hes1
stat3,cebpa
stat3,jun
stat3,rorc
stat3,ltbp3
stat3,tgfb1
stat3,paxip1
stat3,stat1
stat3,hdac1
stat3,bcl2l1
stat3,arid1b
stat3,sptbn1
stat3,tmf1
stat3,fer
stat3,gata2
stat3,gsk3b
stat3,srfbp1
stat3,nos2
stat3,irf1
stat3,efnb1
stat3,myc
stat3,klf4
stat3,nfil3
stat3,il10
stat3,fos
stat3,ccnd1
stat3,prkce
stat3,il17a
stat3,ncoa1
stat3,hdac4
stat3,hnf1a
stat3,hif1a
stat3,pou6f1
stat3,isl1
stat3,ddx58
stat3,notch4
stat3,stat2
stat3,cryab
stat3,gbp5
stat3,bag4
stat3,ighmbp2
stat3,hes5
stat3,il17f
stat3,arl2bp
stat3,pcbp1
stat3,il6
stat3,cebpg
stat3,t
stat3,tek
stat3,il1r1
stat3,sdc1
stat3,porcn
stat3,zfp467
stat3,gabra5
stat3,fgl2
stat3,pecam1
stat3,bank1
stat3,gsk3a
stat3,hspb1
stat3,irf4
stat3,jak3
stat3,junb
stat3,gigyf1
stat3,cyld
stat3,ccp110
stat3,krt1
stat3,nlk
stat3,il12rb1
stat3,vegfa
stat3,cdk5r1
stat3,angptl2
stat3,ociad1
stat3,sp1
stat3,csf1r
stat3,bcl3
stat3,cdk6
stat3,chd8
stat3,cdon
stat3,nav1
stat3,scp2
stat3,hax1
stat3,mlf2
stat3,banp
stat3,pcnt
stat3,slc40a1
stat3,rgs2
stat3,ctnna2
stat3,flt4
stat3,dzip1
stat3,il10ra
stat3,pias3
stat3,pax1
stat3,stmn3
stat3,itga11
stat3,boc
stat3,pomc
stat3,selp
stat3,tspan7
stat3,steap4
stat3,asap2
stat3,mrps34
stat3,ptpn2
stat3,fam220a
stat3,n4bp2
stat3,gadd45b
stat3,sipa1
stat3,ndufa13
stat3,sema3g
stat3,angpt1
stat3,cln6
stat3,ect2
stat3,uqcr11
stat3,cadm4
stat3,vmn2r42
stat3,pdik1l
trim63,mylpf
kcnq1,atp1b1
kcnq1,cltc
kcnq1,hsp90ab1
kcnq1,ncl
kcnq1,eif3d
kcnq1,eif3a
kcnq1,eif4g1
kcnq1,eif3b
kcnq1,eif3k
kcnq1,eif3i
kcnq1,vim
kcnq1,sdhb
kcnq1,ndufv1
kcnq1,pcbp1
kcnq1,prdx6
kcnq1,ndufs2
kcnq1,uqcrc2
kcnq1,slc25a13
kcnq1,chchd3
kcnq1,nme2
kcnq1,eif3g
kcnq1,flna
kcnq1,opa1
kcnq1,asph
kcnq1,samm50
kcnq1,rpl18
kcnq1,hk2
kcnq1,hnrnpm
kcnq1,h2afj
kcnq1,eif3m
kcnq1,ap1b1
kcnq1,atp5c1
kcnq1,rpl13
kcnq1,eif3c
kcnq1,cox4i1
kcnq1,ndufa10
kcnq1,eif3h
kcnq1,ndufa13
kcnq1,idh3a
kcnq1,tkt
kcnq1,uqcrfs1
kcnq1,prrc2b
kcnq1,ampd3
kcnq1,acss1
kcnq1,acadl
kcnq1,ndufa12
amy1,fth1
amy1,ftl1
amy1,pygl
amy1,gyg
amy1,ctsz
ankrd1,fth1
ankrd1,capn3
ankrd1,rps20
ankrd1,ncl
ankrd1,eif5
ankrd1,actn1
ankrd1,eif3d
ankrd1,rpl13
fth1,loc100862446
fth1,csf3r
loc100862446,irf8
loc100862446,hspa8
csf3r,ceacam1
csf3r,irf8
csf3r,inpp5d
csf3r,shc1
csf3r,ptpn6
csf3r,cebpa
csf3r,lck
csf3r,hck
csf3r,fzr1
csf3r,wsb1
csf3r,wsb2
ddb1,elf5
ddb1,pde4dip
ddb1,trpm7
ddb1,cbl
ddb1,clock
ddb1,ddb2
ddb1,arntl
elf5,smarca5
elf5,hspa5
elf5,chd7
elf5,bptf
elf5,top2b
elf5,scin
elf5,iqgap1
elf5,rpl23
elf5,rpl4
elf5,hcfc1
elf5,smc3
elf5,pa2g4
elf5,snd1
elf5,snrpb
elf5,tuba1c
elf5,eif2s2
elf5,rpl37a
elf5,snrnp40
elf5,rpl13
elf5,cct8
elf5,skiv2l2
elf5,mki67
elf5,rbm25
elf5,zc3h18
pde4dip,ezr
pde4dip,shank3
pde4dip,zfp516
pde4dip,camk2a
pde4dip,ubash3b
pde4dip,cttn
pde4dip,trim28
pde4dip,uba1
pde4dip,kalrn
pde4dip,cad
pde4dip,kif4
pde4dip,tax1bp1
pde4dip,macf1
pde4dip,racgap1
pde4dip,kif21b
pde4dip,elavl1
pde4dip,kif23
pde4dip,vim
pde4dip,kif2a
pde4dip,pcm1
pde4dip,nsf
pde4dip,lrrfip1
pde4dip,dpysl2
pde4dip,zeb1
pde4dip,ctbp1
pde4dip,prkar2b
pde4dip,ccdc88a
pde4dip,arhgap32
pde4dip,cnp
pde4dip,dync1h1
pde4dip,map4k4
pde4dip,rdx
pde4dip,syne2
pde4dip,lmnb1
pde4dip,cit
pde4dip,homer3
pde4dip,atf7ip
pde4dip,prkcb
pde4dip,clu
pde4dip,ranbp10
pde4dip,nav1
pde4dip,akap9
pde4dip,rabgef1
pde4dip,clasp1
pde4dip,dab2ip
pde4dip,arhgef12
pde4dip,kif15
pde4dip,msn
pde4dip,osbpl3
pde4dip,cux1
pde4dip,cenpe
pde4dip,eftud2
pde4dip,lmnb2
pde4dip,ktn1
pde4dip,srpk2
trpm7,ezh2
trpm7,jak1
trpm7,eif4a1
trpm7,arid1b
trpm7,tuba1a
trpm7,tubb5
trpm7,myh9
trpm7,ddx5
trpm7,usp24
trpm7,topbp1
trpm7,stk10
trpm7,ranbp2
trpm7,tubb2a
trpm7,ssb
trpm7,mbd2
trpm7,cct7
trpm7,arhgef2
trpm7,ddx17
trpm7,ruvbl2
trpm7,ruvbl1
trpm7,cct5
trpm7,cct3
trpm7,cct6a
trpm7,prc1
trpm7,hnrnph1
trpm7,ddx6
trpm7,ddx3x
trpm7,cct4
trpm7,xrn2
trpm7,tuba1c
trpm7,tuba1b
trpm7,trerf1
trpm7,bzw1
trpm7,bcl9
trpm7,snrnp200
trpm7,phldb3
cbl,ptpn11
cbl,irf8
cbl,crkl
cbl,cblb
cbl,inpp5d
cbl,abl1
cbl,pik3r1
cbl,zap70
cbl,hspd1
cbl,rapgef1
cbl,pik3ca
cbl,cltc
cbl,traf6
cbl,ppp2r1a
cbl,pik3r2
cbl,erbb2
cbl,nedd4
cbl,lyn
cbl,egfr
cbl,ubash3b
cbl,src
cbl,shc1
cbl,kit
cbl,sh2b2
cbl,ptprc
cbl,nck1
cbl,itsn1
cbl,psmc6
cbl,eps8
cbl,plcg1
cbl,themis
cbl,stat1
cbl,pxn
cbl,tubb5
cbl,siglecg
cbl,cd5
cbl,csk
cbl,cbx3
cbl,nfatc1
cbl,pdgfrb
cbl,gpi1
cbl,lars
cbl,samhd1
cbl,anxa6
cbl,rars
cbl,cd2ap
cbl,flt1
cbl,itgb2
cbl,ephb1
cbl,sdha
cbl,tnfrsf11a
cbl,pik3cg
cbl,cd40
cbl,lck
cbl,rps9
cbl,sh3kbp1
cbl,met
cbl,psmd7
cbl,ywhag
cbl,ddx58
cbl,hck
cbl,crk
cbl,pik3cd
cbl,itk
cbl,pik3cb
cbl,sla
cbl,dlg1
cbl,vdac3
cbl,uqcrc2
cbl,atp5a1
cbl,capzb
cbl,capza2
cbl,iqgap1
cbl,ubash3a
cbl,eps15l1
cbl,h2-k1
cbl,sla2
cbl,slc25a5
cbl,spta1
cbl,csf1r
cbl,grap2
cbl,dok3
cbl,sorbs1
cbl,ywhaq
cbl,atxn2
cbl,map1lc3b
cbl,fgr
cbl,serpinb9
cbl,psmc5
cbl,hmgb2
cbl,diaph2
cbl,ptbp1
cbl,sorbs2
cbl,psmd1
cbl,c1qbp
cbl,synm
cbl,esyt1
cbl,acaca
cbl,lgals1
cbl,snrpb
cbl,ddx3x
cbl,itsn2
cbl,flot1
cbl,hdlbp
cbl,psmd3
cbl,psmd12
cbl,psmb10
cbl,rpl21
cbl,eprs
cbl,capza1
cbl,mogs
cbl,tapbp
cbl,phgdh
cbl,psmb8
cbl,tubb4b
cbl,kars
cbl,gnb2
cbl,hist1h1a
cbl,mccc2
cbl,cct8
cbl,rps15a
cbl,arpc1b
cbl,fam162a
cbl,cox4i1
cbl,cox2
cbl,hist1h1c
cbl,atp1b3
cbl,mccc1
cbl,tyw1
cbl,rpl10
cbl,atp5h
cbl,cyb5b
cbl,grap
cbl,pccb
clock,ezh2
clock,parp1
clock,crebbp
clock,rela
clock,thrap3
clock,ncoa2
clock,prkca
clock,per1
clock,mta1
clock,ass1
clock,per3
clock,mybbp1a
ddb2,gfi1
arntl,ezh2
arntl,parp1
arntl,crebbp
arntl,relb
arntl,csnk2b
arntl,thrap3
arntl,ncoa2
arntl,per1
arntl,mta1
arntl,usp2
arntl,per3
arntl,hlf
stip1,atp5b
stip1,mllt3
syngap1,mycbp2
syngap1,shank3
syngap1,camk2a
syngap1,iqgap2
syngap1,kalrn
syngap1,cyfip2
syngap1,basp1
syngap1,prkce
syngap1,cand1
syngap1,dpysl2
syngap1,ncam1
syngap1,baiap2
syngap1,kcnab2
syngap1,arhgap32
syngap1,ablim1
syngap1,gda
syngap1,dync1h1
syngap1,gria3
syngap1,iqgap1
syngap1,srgap2
syngap1,kbtbd11
syngap1,agap1
syngap1,rab2a
syngap1,sorbs1
syngap1,ubr5
syngap1,opa1
syngap1,gdi2
syngap1,arf5
syngap1,aak1
syngap1,gnas
syngap1,pitpnm2
atp5b,ezh2
atp5b,prdx1
atp5b,traf6
atp5b,invs
atp5b,h3f3a
atp5b,rab31
atp5b,patj
atp5b,b9d1
atp5b,hist1h3h
atp5b,hist1h3b
atp5b,prkce
atp5b,set
atp5b,fbp1
atp5b,prdx2
atp5b,ftl1
atp5b,naca
atp5b,ppif
atp5b,cln5
atp5b,hspa2
atp5b,arhgdia
atp5b,p4hb
atp5b,hbb-b1
atp5b,pdpk1
atp5b,prdx4
git1,afg3l2
git1,kalrn
git1,asap1
git1,pip4k2a
git1,arhgef6
git1,git2
git1,tuba1c
git1,pum1
mybpc3,afg3l2
mybpc3,prkaca
mybpc3,macf1
mybpc3,dync1h1
mybpc3,prdx4
mybpc3,arf1
mybpc3,impdh1
afg3l2,spg7
map1b,mapre1
map1b,strap
atp1b1,hspd1
atp1b1,acaa2
atp1b1,ppp2r1a
atp1b1,eif3d
atp1b1,eif2s1
atp1b1,actr3
atp1b1,apoa1
atp1b1,eif3a
atp1b1,anpep
atp1b1,kcnh2
atp1b1,fga
atp1b1,add3
atp1b1,snrpd1
atp1b1,sept7
atp1b1,ddx5
atp1b1,prnp
atp1b1,add1
atp1b1,aph1a
atp1b1,aph1b
atp1b1,rbmxl1
atp1b1,tfrc
atp1b1,ndufv1
atp1b1,pcbp1
atp1b1,eef1g
atp1b1,dpysl2
atp1b1,pxk
atp1b1,ngb
atp1b1,slc25a31
atp1b1,tubb2a
atp1b1,ndufs2
atp1b1,cfl1
atp1b1,tufm
atp1b1,phb2
atp1b1,ap2a1
atp1b1,rtraf
atp1b1,frg1
atp1b1,lamc1
atp1b1,rps16
atp1b1,idh3b
atp1b1,drg1
atp1b1,hnrnpa0
atp1b1,oxct1
atp1b1,hnrnpk
atp1b1,bzw2
atp1b1,lrrc59
atp1b1,ehd4
atp1b1,dhx9
atp1b1,rpl3
atp1b1,serbp1
atp1b1,samm50
atp1b1,cct4
atp1b1,map4
atp1b1,idh3g
atp1b1,u2af2
atp1b1,slc16a1
atp1b1,ilf2
atp1b1,obscn
atp1b1,rpl24
atp1b1,eif2s2
atp1b1,rps26
atp1b1,prpf6
atp1b1,rpl38
atp1b1,ndufs3
atp1b1,erh
atp1b1,rps23
atp1b1,mccc2
atp1b1,idh2
atp1b1,dars
atp1b1,ckap4
atp1b1,g3bp2
atp1b1,lpl
atp1b1,suclg1
atp1b1,u2af1
atp1b1,tacc2
atp1b1,pdhx
atp1b1,cd36
atp1b1,decr1
atp1b1,suclg2
atp1b1,dnaja2
atp1b1,coq8a
atp1b1,ogdh
atp1b1,hnrnpa3
atp1b1,rbmx
atp1b1,ank1
atp1b1,abcg2
atp1b1,mgst3
atp1b1,tnnt2
atp1b1,acadm
atp1b1,afg1l
atp1b1,myl4
atp1b1,fundc2
atp1b1,timm44
atp1b1,nkain1
ezh2,sin3a
ezh2,rlim
ezh2,pax3
ezh2,prdx1
ezh2,hspd1
ezh2,hspa5
ezh2,hsp90b1
ezh2,hsp90ab1
ezh2,dlst
ezh2,pdha1
ezh2,myod1
ezh2,brca1
ezh2,krt4
ezh2,phf1
ezh2,cry1
ezh2,hdac1
ezh2,mdm2
ezh2,hspa8
ezh2,dnmt1
ezh2,trim28
ezh2,setx
ezh2,tubb5
ezh2,stk38
ezh2,nkx2-2
ezh2,atf3
ezh2,h3f3a
ezh2,hoxd10
ezh2,hoxd12
ezh2,eef1a1
ezh2,eef2
ezh2,eno1
ezh2,hsp90aa1
ezh2,pkm
ezh2,ctnnd1
ezh2,tardbp
ezh2,hdac2
ezh2,rbbp7
ezh2,atp2a2
ezh2,jarid2
