A,B
ezh2,suz12
ezh2,mtf2
ezh2,gata4
ezh2,rbbp4
ezh2,trim35
ezh2,morc3
ezh2,rbl2
ezh2,dnmt3b
ezh2,dnmt3a
ezh2,plec
ezh2,tle1
ezh2,egr1
ezh2,cul3
ezh2,dnmt3l
ezh2,copb1
ezh2,elavl1
ezh2,hoxc12
ezh2,rpn1
ezh2,polr2a
ezh2,yy1
ezh2,sox17
ezh2,ss18
ezh2,vim
ezh2,krt13
ezh2,hoxd13
ezh2,hoxb8
ezh2,hoxc13
ezh2,asxl1
ezh2,slc25a4
ezh2,pcbp1
ezh2,canx
ezh2,bckdhb
ezh2,krt16
ezh2,krt17
ezh2,myef2
ezh2,camk2b
ezh2,aebp2
ezh2,rnf19b
ezh2,hoxd3
ezh2,atp5a1
ezh2,tufm
ezh2,phb2
ezh2,phf19
ezh2,krt73
ezh2,kpnb1
ezh2,tox4
ezh2,tcp1
ezh2,fbn1
ezh2,maged1
ezh2,lmnb1
ezh2,pkp1
ezh2,cct7
ezh2,dld
ezh2,h1fnt
ezh2,rps16
ezh2,slc25a5
ezh2,hnrnpa2b1
ezh2,hspa9
ezh2,matr3
ezh2,dlat
ezh2,pdhb
ezh2,pja1
ezh2,copb2
ezh2,rps3
ezh2,atrx
ezh2,srsf3
ezh2,parp12
ezh2,asxl2
ezh2,ruvbl2
ezh2,ruvbl1
ezh2,cdx2
ezh2,hoxb5
ezh2,hoxd1
ezh2,hoxd9
ezh2,cct3
ezh2,cct6a
ezh2,cat
ezh2,hnrnpk
ezh2,flna
ezh2,hnrnpa1
ezh2,snd1
ezh2,hoxa7
ezh2,spock2
ezh2,hoxc9
ezh2,onecut1
ezh2,hoxd11
ezh2,klhl31
ezh2,evx2
ezh2,ran
ezh2,upf1
ezh2,acaca
ezh2,rpl12
ezh2,snrpd3
ezh2,polr2b
ezh2,dbt
ezh2,cct4
ezh2,serpinh1
ezh2,mcm4
ezh2,nup160
ezh2,ilf3
ezh2,eef1d
ezh2,prpf6
ezh2,rpl38
ezh2,atp5c1
ezh2,raly
ezh2,lyz1
ezh2,hnrnpab
ezh2,mccc2
ezh2,cct8
ezh2,zp3r
ezh2,snrnp200
ezh2,prpf8
ezh2,u2af1
ezh2,pdhx
ezh2,sf3a1
ezh2,arg1
ezh2,gsdma
ezh2,bckdha
ezh2,mccc1
ezh2,ogdh
ezh2,tecr
ezh2,hnrnpa3
ezh2,sept9
ezh2,rbmx
ezh2,tmem200a
ezh2,gpr26
ezh2,pcx
ezh2,tgm1
ezh2,xist
ezh2,pcca
ezh2,hoxd8
ezh2,snrpa1
ezh2,dsg1b
ezh2,gm5409
ezh2,krt80
phf5a,ep400
phf5a,srsf5
phf5a,ddx1
phf5a,u2af1
smad1,smad9
smad1,mxi1
smad1,myod1
smad1,smad4
smad1,smurf1
smad1,skor2
smad1,dvl1
smad1,gata4
smad1,prkg1
smad1,map3k7
smad1,ecsit
smad1,btg2
smad1,nkx3-2
smad1,ddx5
smad1,col3a1
smad1,col5a1
smad1,erbin
smad1,gjb6
smad1,arid1a
smad1,smarcd3
smad1,smurf2
smad1,f2rl2
smad1,kat2b
smad1,zfp128
smad1,hoxa13
smad1,hoxd13
smad1,zeb2
smad1,eif4enif1
smad1,pex6
smad1,zc3h3
smad1,bach1
smad1,runx2
smad1,sertad1
smad1,mecom
smad1,mnotch
smad1,psmc3
smad1,tob1
smad1,zcchc12
smad1,prdm16
smad1,uchl3
smad1,men1
smad1,klf10
smad1,zmym2
smad1,tbx20
smad1,suv39h2
smad1,sf3b2
smad1,tmem119
smad1,ercc3
smad1,zfyve16
smad1,ranbp3l
smad5,psmc3
smad5,tmem119
smad9,btg2
smad9,psmc3
mxi1,smarca5
sin3a,ncor1
sin3a,cebpa
sin3a,etv6
sin3a,sfpq
sin3a,arid1a
sin3a,ikzf1
sin3a,runx1
sin3a,add1
sin3a,dach1
sin3a,per1
sin3a,smyd2
sin3a,kdm5b
sin3a,klf13
sin3a,hdac7
sin3b,ncor1
smarca5,esrrb
smarca5,tcf4
smarca5,pcna
smarca5,sox2
smarca5,aicda
smarca5,h3f3a
smarca5,nde1
smarca5,maf
smarca5,hist1h3h
smarca5,hist1h3b
smarca5,baz1b
smarca5,hnf1a
smarca5,gata1
smarca5,creb1
smarca5,baz2a
smarca5,baz1a
smarca5,rsf1
vdac1,rpl28
vdac1,rnps1
vdac1,slc25a3
vdac1,chtop
vdac1,prkce
vdac1,ppia
vdac1,pabpc1
vdac1,ngb
vdac1,vdac2
vdac1,immt
vdac1,uqcrc2
vdac1,tpm3
vdac1,top1
vdac1,lmnb1
vdac1,chchd3
vdac1,slc25a5
vdac1,pdhb
vdac1,tspo
vdac1,h2afy
vdac1,tomm20
vdac1,pemt
vdac1,fbl
vdac1,nop56
vdac1,h1f0
vdac1,hp1bp3
vdac1,ilf2
vdac1,ndufs1
vdac1,nop58
vdac1,prph
vdac1,sfxn1
vdac1,sf3b6
vdac1,atp5c1
vdac1,atp5o
vdac1,rpl36
vdac1,safb
rlim,ldb1
rlim,lmo2
rlim,plekhg3
rlim,incenp
ptpn11,ceacam1
ptpn11,lepr
ptpn11,cblb
ptpn11,dab1
ptpn11,inpp5d
ptpn11,abl1
ptpn11,pik3r1
ptpn11,il6st
ptpn11,traf6
ptpn11,ikbkb
ptpn11,itch
ptpn11,ptk2
ptpn11,jak2
ptpn11,egfr
ptpn11,ifngr2
ptpn11,shc1
ptpn11,stat5a
ptpn11,itsn1
ptpn11,siglecg
ptpn11,ctnnd1
ptpn11,cd300a
ptpn11,milr1
ptpn11,gab1
ptpn11,smarcc1
ptpn11,fcrl6
ptpn11,ddx58
ptpn11,tnfrsf14
ptpn11,btla
ptpn11,ntrk2
ptpn11,tbk1
ptpn11,pirb
ptpn11,ido1
ptpn11,tek
ptpn11,pecam1
ptpn11,sirpa
ptpn11,fes
ptpn11,gab2
ptpn11,frs2
ptpn11,lilrb4a
ptpn11,luc7l3
ptpn11,heatr6
ptpn11,cop1
ptpn11,gab3
ptpn11,mpig6b
fas,ezr
fas,pml
fas,ceacam1
fas,irf8
fas,stat1
ube2i,irf8
ube2i,ncor1
ube2i,rel
ube2i,lmna
ube2i,irf1
ube2i,nfkbia
ube2i,ikzf1
ube2i,gata1
ube2i,dach1
ube2i,irf2
ube2i,rangap1
daxx,pml
daxx,crebbp
daxx,trim28
daxx,h3f3a
daxx,map3k5
daxx,atrx
daxx,hipk1
hipk3,hipk1
fadd,lrrk2
fadd,birc3
fadd,ripk3
ezr,tsc1
ezr,acta1
ezr,nf2
ezr,ptprs
ezr,abcg3
ezr,sell
ezr,abcc2
casp8,sqstm1
casp8,tnfaip8l2
pml,stat1
pml,per2
pml,sirt1
pml,spi1
pml,hdac2
pml,sumo1
pml,runx1
pml,itpr3
pml,nr2c1
pml,gtf2e2
pml,ube3a
pml,zbtb16
pml,skil
pml,med17
pml,agap3
pml,pin1
pml,sumo2
pml,gtf2e1
pml,med16
pml,zfyve9
pml,polr2e
pml,zscan21
ceacam1,lyn
ceacam1,ptpn12
ceacam1,shc1
ceacam1,ptpn6
ceacam1,havcr2
ceacam1,tlr4
ceacam1,ebf1
irf8,nckipsd
irf8,cd274
irf8,tlr9
irf8,traf6
irf8,hsp90ab1
irf8,bcl2
irf8,prkn
irf8,nedd4
irf8,lpxn
irf8,taf8
irf8,socs1
irf8,csf1
irf8,xdh
irf8,blnk
irf8,sqstm1
irf8,uso1
irf8,eif2s1
irf8,mdm2
irf8,lamp1
irf8,aicda
irf8,etv6
irf8,tbrg1
irf8,ifna4
irf8,ifnb1
irf8,cybb
irf8,cdkn2b
irf8,slc11a1
irf8,ctsd
irf8,nfatc1
irf8,il12b
irf8,trem3
irf8,isg15
irf8,uba7
irf8,bcor
irf8,spi1
irf8,nckap1
irf8,cd74
irf8,nos2
irf8,irf1
irf8,myo1c
irf8,batf
irf8,sumo1
irf8,atf6b
irf8,ccnd1
irf8,myo6
irf8,tlr13
irf8,bcl6
irf8,ctsb
irf8,tle6
irf8,trem2
irf8,cst3
irf8,mef2d
irf8,abcg3
irf8,nf1
irf8,rhpn2
irf8,kif27
irf8,hoxa1
irf8,ifih1
irf8,zbtb17
irf8,jdp2
irf8,tlr11
irf8,slc5a12
irf8,grn
irf8,tnf
irf8,ppm1k
irf8,slc10a7
irf8,kynu
irf8,zeb2
irf8,eif4enif1
irf8,ankrd42
irf8,gbp5
irf8,trim21
irf8,pax5
irf8,psme2
irf8,cts3
irf8,pdlim2
irf8,iscu
irf8,nsd1
irf8,thrb
irf8,ccl6
irf8,ido1
irf8,wipf1
irf8,adck5
irf8,dmpk
irf8,tln1
irf8,ehd1
irf8,frem2
irf8,hsd17b4
irf8,tlr4
irf8,ebf1
irf8,gbp6
irf8,pxk
irf8,rchy1
irf8,vezf1
irf8,cxcl9
irf8,helb
irf8,uts2b
irf8,slc12a6
irf8,irf4
irf8,gda
irf8,pgm2l1
irf8,cnp
irf8,capza2
irf8,flt3l
irf8,dido1
irf8,hexa
irf8,spop
irf8,snx10
irf8,arhgap22
irf8,mov10
irf8,senp1
irf8,gfi1b
irf8,rtp4
irf8,ppp1r9b
irf8,wasf1
irf8,tcp1
irf8,tgfb2
irf8,ccl5
irf8,rfx4
irf8,olfr1230
irf8,cotl1
irf8,olfr768
irf8,cenpj
irf8,usf1
irf8,pld4
irf8,tm6sf1
irf8,itpka
irf8,tas2r138
irf8,akap1
irf8,oasl2
irf8,clec4n
irf8,polk
irf8,atrx
irf8,ifi35
irf8,mnt
irf8,itga5
irf8,abcd1
irf8,irf5
irf8,mtmr2
irf8,otud7b
irf8,sost
irf8,trim26
irf8,acvr2a
irf8,mtm1
irf8,zbtb32
irf8,mxd1
irf8,zdhhc6
irf8,lbr
irf8,etv3
irf8,btc
irf8,lig4
irf8,mlkl
irf8,parp14
irf8,hax1
irf8,ncf1
irf8,cript
irf8,erp29
irf8,atp6v0a1
irf8,rgs2
irf8,irx3
irf8,ly86
irf8,hmox1
irf8,gripap1
irf8,msh3
irf8,n4bp1
irf8,slurp1
irf8,khnyn
irf8,hoxc10
irf8,pnrc1
irf8,psmb10
irf8,bco2
irf8,tpst1
irf8,il18r1
irf8,ints12
irf8,nabp1
irf8,tnfsf13b
irf8,vmn1r214
irf8,ide
irf8,ldhc
irf8,lyz2
irf8,dtx2
irf8,fopnl
irf8,ctss
irf8,fastkd3
irf8,carhsp1
irf8,olfr315
irf8,prss2
irf8,psma5
irf8,add2
irf8,gpr88
irf8,tapbp
irf8,il27
irf8,ucp2
irf8,rxfp4
irf8,osbpl3
irf8,phgdh
irf8,nup160
irf8,slitrk1
irf8,recql5
irf8,gpr150
irf8,htatip2
irf8,irx5
irf8,clspn
irf8,h2-t24
irf8,snx30
irf8,txn2
irf8,cdc26
irf8,psmb8
irf8,olfr812
irf8,gins3
irf8,isg20
irf8,tmem18
irf8,mmd
irf8,entpd1
irf8,plek
irf8,dtx3l
irf8,dctn5
irf8,mst1r
irf8,cdc42se1
irf8,xpo6
irf8,marcksl1
irf8,fpgt
irf8,il18
irf8,dapp1
irf8,tpra1
irf8,hmgcl
irf8,ercc6l
irf8,rnf144b
irf8,lsg1
irf8,pdha2
irf8,abhd14b
irf8,ptbp3
irf8,en2
irf8,vmn1r84
irf8,dennd2a
irf8,sh3bgrl
irf8,s1pr2
irf8,aif1
irf8,gpr18
irf8,cox18
irf8,napsa
irf8,man2b2
irf8,cd68
irf8,htr2c
irf8,nat2
irf8,zfhx4
irf8,adamts2
irf8,klri2
irf8,tifab
irf8,prcp
irf8,olfr303
irf8,ifitm6
irf8,ptprj
irf8,h2-dmb1
irf8,zfx
irf8,tmem39a
irf8,hk3
irf8,naaa
irf8,cox7b
irf8,golt1b
irf8,pcnx4
irf8,elp3
irf8,ctps2
irf8,cdca7
irf8,cln8
irf8,necap2
irf8,abhd2
irf8,klf7
irf8,mx2
irf8,fbxl18
irf8,nr1d2
irf8,sh3bgrl2
irf8,hrh4
irf8,arg1
irf8,irgm1
irf8,gbp3
irf8,zfp296
irf8,cd53
irf8,olfr152
irf8,h2-q10
irf8,erap1
irf8,stambpl1
irf8,mgat1
irf8,asgr2
irf8,rnf114
irf8,dnal1
irf8,rit2
irf8,il6ra
irf8,prtn3
irf8,slc15a3
irf8,dennd4b
irf8,tapbpl
irf8,clec9a
irf8,alg9
irf8,fam117b
irf8,slfn8
irf8,serpina9
irf8,gimap6
irf8,gpr68
irf8,cyp46a1
irf8,tmem168
irf8,ccdc106
irf8,cyp4f18
irf8,tmem229b
irf8,ttc5
irf8,cab39l
irf8,xcr1
nol3,bax
fasl,pstpip1
pstpip1,inpp5d
pstpip1,abl1
pstpip1,ptpn22
pstpip1,ptpn12
pstpip1,ptpn18
pstpip1,was
esrrb,ep400
esrrb,h3f3a
esrrb,mta2
esrrb,smarca4
esrrb,arid1a
esrrb,smarcc1
esrrb,ncoa3
esrrb,nrip1
esrrb,med25
esrrb,mta1
esrrb,chd4
esrrb,mta3
esrrb,rad21
esrrb,hcfc1
esrrb,gatad2b
esrrb,med30
esrrb,taf9
esrrb,jmjd1c
esrrb,med7
esrrb,med13l
neurl1a,hsp90ab1
neurl1a,hk1
cpeb3,eef2
id3,hes1
id3,tcf12
akt2,akt1
akt2,kctd20
akt2,cdkn1a
akt2,pak1
akt2,ccdc88a
akt2,phb2
ncor1,cox8a
ncor1,pik3r1
ncor1,jun
ncor1,mrpl49
ncor1,sirt1
ncor1,rara
ncor1,zbtb7c
ncor1,nos2
ncor1,tbl1x
ncor1,hdac3
ncor1,ski
ncor1,pdk4
ncor1,ucp3
ncor1,nr6a1
ncor1,creb1
ncor1,dach1
ncor1,mecp2
ncor1,pias1
ncor1,bach1
ncor1,nrip1
ncor1,ccl2
ncor1,pax5
ncor1,thrb
ncor1,thra
ncor1,patz1
ncor1,ndufv1
ncor1,siah2
ncor1,cxcl2
ncor1,cxcl10
ncor1,cxcl9
ncor1,mmp13
ncor1,nr1i3
ncor1,nr1h3
ncor1,ccl17
ncor1,tab2
ncor1,dach2
ncor1,akap1
ncor1,cbfa2t2
ncor1,dzip3
ncor1,ddx20
ncor1,runx1t1
ncor1,gps2
ncor1,sap30
ncor1,mrps18b
ncor1,wars2
ncor1,uqcrq
ncor1,oxnad1
ncor1,pias3
ncor1,tfap4
ncor1,ccl4
ncor1,mb
ncor1,tbl1xr1
ncor1,setd5
cox8a,creb1
amelx,lamp1
amelx,cd63
amelx,tmem179b
enam,ctsd
enam,col5a1
enam,trf
enam,lman2
enam,bst2
casp7,gzmb
casp7,nifk
casp7,rpl28
casp7,nucks1
casp7,rps18
casp7,parp1
casp7,xiap
casp7,acta2
casp7,pkm
casp7,ptges3
casp7,psme3
casp7,mybbp1a
casp7,hdgf
casp7,arhgdia
casp7,rock1
casp7,washc2
gzmb,stat5a
gzmb,cebpa
gzmb,jun
gzmb,ep300
gzmb,bcl6
gzmb,notch1
gzmb,notch2
gzmb,rbpj
gzmb,ikzf1
gzmb,casp3
gzmb,serpinb9
rpl28,pdha1
rpl28,soat1
nucks1,casp3
rps18,prkce
rps18,casp3
parp1,mycbp2
parp1,brca1
parp1,cdk9
parp1,sox2
parp1,dnmt1
parp1,aire
parp1,hdac2
parp1,uhrf1
parp1,e2f1
parp1,h2afx
parp1,smarca4
parp1,hdac9
parp1,aurkb
parp1,traf1
parp1,trim33
parp1,casp3
parp1,otud5
parp1,cenpb
parp1,yars
parp1,rrp1b
parp1,pdpk1
parp1,hmgn1
tle4,aes
pax3,pcgf2
pou2f1,aes
pou2f1,polr1a
pou2f1,hoxa9
pou2f1,nr3c1
pou2f1,irf9
pou2f1,prdm5
aes,six3
aes,six6
aes,hdac3
aes,tle1
aes,tle3
aes,traf1
aes,hmgb1
lef1,tcf7
lef1,runx1
lef1,runx2
lef1,ncam1
lef1,myb
lef1,hmgb2
six3,mta1
six6,dach1
lyl1,ldb1
lyl1,gata2
ldb1,crebbp
ldb1,pten
ldb1,stat5a
ldb1,tcf4
ldb1,lmo2
ldb1,cbfa2t3
ldb1,etv6
ldb1,pitx2
ldb1,lnx1
ldb1,gata2
ldb1,spi1
ldb1,tardbp
ldb1,foxo3
ldb1,ikzf1
ldb1,runx1
ldb1,gata1
ldb1,meis1
ldb1,ssbp4
ldb1,isl2
ldb1,isl1
ldb1,lhx2
ldb1,pbx1
ldb1,lmx1b
ldb1,ssbp3
ldb1,myb
ldb1,lhx3
ldb1,mad1l1
ldb1,lhx4
ldb1,lhx9
ldb1,lmo4
ldb1,ssbp2
ldb1,pygo1
ldb1,hoxd1
ldb1,lmo1
ldb1,csdc2
ldb1,zfp593
ldb1,lmo3
ldb1,lmx1a
ldb1,lhx5
ldb1,lhx1
ldb1,tgif2lx1
ldb1,slk
ldb1,lexm
ldb1,lhx6
ldb1,zfp446
arl6,sec61b
arl6,arl6ip1
lepr,stat5a
lepr,plcg1
lepr,lrp1
lepr,cish
disc1,ccdc88a
disc1,immt
herc2,mycbp2
herc2,lrrk2
herc2,kif11
herc2,sptbn1
herc2,eef1a1
herc2,kif5b
herc2,hdac2
herc2,sec23a
herc2,macf1
herc2,trp53bp1
herc2,carm1
herc2,arpc4
herc2,nsd1
herc2,patz1
herc2,coro1c
herc2,flii
herc2,dpysl2
herc2,ube3a
herc2,ppfia1
herc2,dst
herc2,syne2
herc2,mcm3
herc2,srgap2
herc2,ank2
herc2,kif5c
herc2,matr3
herc2,myh10
herc2,hectd4
herc2,dock7
herc2,sorbs1
herc2,trim67
herc2,akap9
herc2,tacc3
herc2,cnot1
herc2,upf1
herc2,taf4
herc2,ddx3x
herc2,kif15
herc2,ubr4
herc2,dbn1
herc2,trerf1
herc2,cux1
herc2,sipa1
herc2,shtn1
herc2,sec23ip
herc2,map7d1
herc2,map6
herc2,cep170
herc2,neurl4
herc2,rai1
mycbp2,calm1
mycbp2,calm2
mycbp2,calm3
mycbp2,ppp2r1a
mycbp2,camk2a
mycbp2,ewsr1
mycbp2,cttn
mycbp2,skp1a
mycbp2,eif4a1
mycbp2,trim28
mycbp2,sf3b1
mycbp2,sptbn1
mycbp2,eef2
mycbp2,wdr18
mycbp2,cyfip2
mycbp2,sptbn2
mycbp2,hdac2
mycbp2,cad
mycbp2,sec23a
mycbp2,myo1c
mycbp2,bclaf1
mycbp2,thrap3
mycbp2,ppp1r12a
mycbp2,macf1
mycbp2,pelp1
mycbp2,hist1h4f
mycbp2,kif21b
mycbp2,elavl1
mycbp2,nfatc3
mycbp2,carm1
mycbp2,smarcc1
mycbp2,smarcc2
mycbp2,sptan1
mycbp2,lima1
mycbp2,uaca
mycbp2,pcm1
mycbp2,ppp1cb
mycbp2,coro1c
mycbp2,myef2
mycbp2,camk2b
mycbp2,lrrfip2
mycbp2,lrrfip1
mycbp2,pkn1
mycbp2,ablim1
mycbp2,dapk1
mycbp2,dync1h1
mycbp2,map4k4
mycbp2,wdr1
mycbp2,twf1
mycbp2,arpc3
mycbp2,dst
mycbp2,iqgap1
mycbp2,ccar1
mycbp2,ppp1r9b
mycbp2,syne2
mycbp2,lmnb1
mycbp2,limch1
mycbp2,myo7a
mycbp2,ank2
mycbp2,csnk1a1
mycbp2,pde1b
mycbp2,hspa9
mycbp2,matr3
mycbp2,arhgef2
mycbp2,gsn
mycbp2,dock7
mycbp2,dctn1
mycbp2,fbxo45
mycbp2,ppp1r9a
mycbp2,taf15
mycbp2,tjp1
mycbp2,dcx
mycbp2,fus
mycbp2,sorbs1
mycbp2,dclk1
mycbp2,rangap1
mycbp2,scrib
mycbp2,rpa1
mycbp2,mybbp1a
mycbp2,iqsec3
mycbp2,g3bp1
mycbp2,sorbs2
mycbp2,clasp1
mycbp2,cct3
mycbp2,nes
mycbp2,caprin1
mycbp2,syt3
mycbp2,ran
mycbp2,kpna1
mycbp2,upf1
mycbp2,arpc2
mycbp2,sec31a
mycbp2,arhgef11
mycbp2,ddx3x
mycbp2,ubr4
mycbp2,dbn1
mycbp2,cct4
mycbp2,senp3
mycbp2,lrch2
mycbp2,svil
mycbp2,tex10
mycbp2,akap12
mycbp2,coro1b
mycbp2,efhd2
mycbp2,usp10
mycbp2,g3bp2
mycbp2,mdn1
mycbp2,clasp2
mycbp2,epm2aip1
mycbp2,sipa1
mycbp2,tpr
mycbp2,shtn1
mycbp2,prrc2c
mycbp2,unc79
mycbp2,ccdc177
mycbp2,arhgap21
mycbp2,zfp618
mycbp2,ssh1
mycbp2,hist1h4a
mycbp2,maged2
mycbp2,ktn1
mycbp2,wdr45
mycbp2,tagln3
mycbp2,tbc1d5
mycbp2,mprip
mycbp2,specc1l
mycbp2,ablim3
mycbp2,prr36
mycbp2,hist1h2ah
mycbp2,nol9
mycbp2,pla2g15
mycbp2,sipa1l3
mycbp2,ssh2
mycbp2,zscan18
crkl,inpp5d
crkl,nckipsd
crkl,hspd1
cblb,ubash3b
cblb,ptpn6
cblb,rps20
cblb,hspa8
cblb,csk
cblb,nfatc1
cblb,lck
cblb,lcp2
cblb,prkcq
cblb,rps19
cblb,psmd2
cblb,rpl23
cblb,sorbs1
cblb,psmd1
cblb,ankrd13a
cblb,atp5d
cblb,rpl37a
cblb,cox4i1
cblb,glipr2
cblb,ube2c
cblb,grap
dab1,app
dab1,plcg1
dab1,lrp1
dab1,lrp8
dab1,was
dab1,aplp2
dab1,dab2ip
inpp5d,abl1
inpp5d,pik3r1
inpp5d,bcar1
inpp5d,tjp2
inpp5d,lpxn
inpp5d,src
inpp5d,shc1
inpp5d,actr1a
inpp5d,plcg1
inpp5d,btk
inpp5d,ctnnd1
inpp5d,sec23a
inpp5d,cd300a
inpp5d,dok1
inpp5d,dok2
inpp5d,sh3kbp1
inpp5d,lcp2
inpp5d,slamf1
inpp5d,fcgr2b
inpp5d,milr1
inpp5d,nup62
inpp5d,dok3
inpp5d,parvg
inpp5d,dctn2
inpp5d,rsu1
abl1,cish
abl1,dok2
abl1,itgb1
abl1,dok3
prdx1,aldoa
pik3r1,akt1
pik3r1,pik3r2
pik3r1,csf1
pik3r1,epor
pik3r1,kit
pik3r1,pik3ap1
pik3r1,tirap
pik3r1,eif4g2
pik3r1,pdgfrb
pik3r1,snx9
pik3r1,nckap1
pik3r1,fos
pik3r1,brd7
pik3r1,lck
pik3r1,grb10
pik3r1,pik3cd
pik3r1,tlr2
pik3r1,was
pik3r1,sirpa
pik3r1,nme2
pik3r1,csf1r
pik3r1,pa2g4
pik3r1,pcbp2
pik3r1,tie1
zap70,stat1
zap70,pik3cg
zap70,lck
zap70,tfrc
zap70,sla
zap70,was
zap70,mcm3
zap70,mcm5
zap70,vav1
zap70,nfam1
zap70,psme3
zap70,cdc37
zap70,ywhaq
zap70,rcc2
zap70,dock2
zap70,itgal
zap70,sfxn1
zap70,cox4i1
zap70,ly9
hspd1,hsp90b1
hspd1,ilk
hspd1,hras
hspd1,nfkbie
hspd1,mcl1
hspd1,nphp1
hspd1,prkce
hspd1,ecsit
hspd1,hspa9
hspd1,sirt5
hspd1,uox
hspd1,tomm40
pik3ca,mpl
pik3ca,kit
pik3ca,csk
pik3ca,eif2ak1
pik3ca,mras
cd80,cd274
cd274,stat2
cd274,pdcd1
zfp53,trim28
rab1b,rab1a
rab1b,rab10
rab1b,ptpa
rab1b,rab39b
rab1b,rab4a
rab1b,cnot7
rab1b,slc12a5
rab1b,rab13
rab1b,rab35
rab1b,rab8a
rab1b,shcbp1
rab1b,rab8b
rab1b,asap2
rab1b,stk32c
rab1a,hsp90ab1
rab1a,dlst
rab1a,mkl1
rab1a,vps35
rab1a,wdr1
rab1a,rab35
rab1a,acot9
rab1a,caprin1
rab1a,cnot1
rab1a,rab37
rab1a,prdx3
rab1a,rpn2
rab1a,ddost
rab1a,aldh18a1
rab1a,aldh2
rab1a,snrpa1
lgals3bp,stat2
lgals3bp,siglece
lgals3bp,il31
lgals3bp,ppic
lipc,ganab
lipc,hspa5
lipc,hsp90b1
lipc,hspa8
lipc,tuba1a
lipc,pdia3
lipc,slc25a3
lipc,calr
lipc,slc25a4
lipc,canx
lipc,pdia6
lipc,slc25a5
lipc,cnpy2
lipc,ssr4
app,ganab
app,hspa5
app,hsp90b1
app,stub1
app,hyou1
app,sh3gl1
app,jun
app,hdac3
app,fos
app,cst3
app,gga1
app,prnp
app,sparcl1
app,calr
app,sh3gl3
app,jdp2
app,lingo1
app,psen1
app,ncstn
app,lrp2
app,stx12
app,rab11a
app,nsg1
app,snca
app,cntn1
app,canx
app,nbl1
app,mapk8ip1
app,ranbp9
app,ldlrap1
app,apbb2
app,ncam1
app,nfasc
app,usf2
app,arc
app,pdia6
app,atp2b2
app,aplp1
app,shc3
app,aplp2
app,usf1
app,clec4g
app,dnm2
app,gabbr1
app,pin1
app,kdr
app,apbb1
app,cpeb1
app,ldlrad3
app,gnao1
app,erp44
app,cntn2
app,rcn2
app,calu
app,slc40a1
app,flot2
app,itm2b
app,kif1a
app,epb41l3
app,nipsnap1
app,mat1a
app,thy1
app,hspa4
app,srgap3
app,ppib
app,apbb3
app,clstn3
app,ppp1r2
app,apba2
app,oat
app,spon1
app,cpe
ganab,ptprc
hspa5,mzb1
hspa5,hsp90b1
hspa5,traf6
hspa5,hyou1
hspa5,myd88
hspa5,cebpa
hspa5,gria2
hspa5,invs
hspa5,pdia2
hspa5,dnajc3
hspa5,mks1
hspa5,ighm
hspa5,nphp1
hspa5,atf6b
hspa5,ahi1
hspa5,rabl2
hspa5,tdgf1
hspa5,prnp
hspa5,set
hspa5,dnajc10
hspa5,ar
hspa5,dnajc1
hspa5,fkbp7
hspa5,ncstn
hspa5,rab17
hspa5,dnajb11
hspa5,gsg1
hspa5,papolb
hspa5,anks4b
hspa5,ddrgk1
hspa5,erp29
hspa5,atf6
hspa5,sdf2l1
hspa5,poglut1
hspa5,pdia4
hspa5,serpina12
mzb1,hsp90b1
mzb1,pdia3
hsp90b1,tlr9
hsp90b1,cox15
hsp90b1,lmna
hsp90b1,rab5c
hsp90b1,kcnh2
hsp90b1,lrp1b
hsp90b1,rabl2
hsp90b1,mllt3
hsp90b1,ncstn
hsp90b1,fancc
hsp90b1,gabra1
hsp90b1,ppp5c
hsp90b1,itgal
hsp90b1,cnpy3
cd14,lpar1
cd14,itgam
cd14,tlr8
cd14,myo18a
cd14,tlr9
cd14,tlr7
cd14,tlr3
cd14,tlr4
itgam,myo18a
itgam,itgb2
itgam,jam3
itgam,sftpa1
tlr8,unc93b1
myo18a,dlst
myo18a,nedd9
tlr9,stat1
tlr9,atp2a2
tlr9,irf1
tlr9,fos
tlr9,unc93b1
tlr9,grn
tlr9,irf2
tlr7,unc93b1
calm1,cep290
calm1,homer1
calm1,nphp1
calm1,ccne1
calm1,adcy8
calm1,cep97
calm1,ccp110
calm1,myo5a
calm1,grm5
calm1,fbxl2
calm1,tcp1
calm1,gap43
calm1,map6d1
calm2,cep290
calm2,homer1
calm2,nphp1
calm2,ccne1
calm2,adcy8
calm2,grm5
calm2,fbxl2
calm2,tcp1
calm2,gap43
calm2,map6d1
calm3,ccne1
rbx1,cul4a
rbx1,cul7
rbx1,ube2r2
rbx1,ube2e3
hgs,il6st
hgs,cltc
il6st,jak2
il6st,il12rb2
il6st,syp
il6st,cdk9
il6st,ctf2
il6st,cntf
il6st,il6
il6st,il11ra1
il6st,il11
il6st,lifr
il6st,osm
il6st,il27
il6st,il6ra
stam2,aldoa
stam2,gng12
cltc,snap25
cltc,dnm1
cltc,gria1
cltc,camk2a
cltc,ap1g1
cltc,stx1a
cltc,cask
cltc,pfn1
cltc,ago2
cltc,gpr107
cltc,pi4kb
cltc,tnk2
cltc,stx1b
cltc,kdr
cltc,ocln
cltc,tom1l1
snap25,hspa8
snap25,tuba1a
snap25,tubb5
snap25,vamp2
snap25,pacs1
snap25,nckap1
snap25,stx3
